userid,content_id,views,likes,shares,comments,watch_time,engagement_score
user_351,content_1007,9,0,2,2,37,0.7967233695339385
user_967,content_3403,7,0,0,0,231,0.17448119254933425
user_810,content_3206,1,3,0,2,17,0.0873671064735203
user_155,content_318,3,0,1,1,88,0.7779094752206559
user_546,content_1823,5,3,1,1,6,0.5433568677825003
user_992,content_3136,9,3,2,2,119,0.04692105054852502
user_195,content_4483,1,1,2,1,289,0.2529348782359715
user_856,content_625,4,0,2,2,279,0.5913115820829817
user_971,content_4667,6,2,0,2,98,0.13828785138866617
user_764,content_3088,4,4,1,1,58,0.3484184186851792
user_746,content_3700,4,2,2,2,72,0.12952387704504564
user_785,content_1310,1,2,0,0,236,0.24284118613109806
user_444,content_4797,6,4,2,0,154,0.8528150933619847
user_681,content_2662,5,4,0,1,17,0.7775312860716384
user_192,content_557,6,3,2,2,143,0.3441693116940059
user_704,content_643,4,0,1,1,47,0.8566056938890966
user_711,content_4353,6,1,1,0,84,0.24398021249560375
user_878,content_3604,4,0,2,2,42,0.6430548218189276
user_334,content_1865,1,4,2,0,151,0.875027412796731
user_939,content_2694,6,2,0,2,213,0.4264851285995861
user_762,content_3780,5,1,2,2,34,0.592406213280222
user_104,content_2167,6,2,0,2,187,0.7773332226410505
user_392,content_4867,7,1,1,0,169,0.8865204695529741
user_455,content_2920,6,3,1,2,197,0.4640290576991014
user_974,content_1698,1,4,0,0,162,0.12637409403857758
user_724,content_217,1,4,1,1,82,0.6363683226028309
user_509,content_1359,9,4,1,0,153,0.11683989595823063
user_263,content_4960,7,2,1,1,132,0.5045409878768226
user_662,content_4631,9,3,0,0,34,0.49124886592437067
user_787,content_1297,5,3,2,0,200,0.7509618624924821
user_980,content_2741,4,0,0,2,221,0.936439797678153
user_398,content_4942,1,3,2,1,221,0.3003756277666261
user_415,content_1497,1,0,1,1,264,0.6967102810298206
user_335,content_1144,2,1,1,1,193,0.7821624162810495
user_258,content_3344,2,2,2,0,94,0.5106479305343892
user_928,content_2513,9,0,2,2,176,0.20217399836846284
user_117,content_1907,5,1,1,0,256,0.607759447620953
user_400,content_2593,8,1,2,1,18,0.5313401003015518
user_160,content_101,4,0,2,2,234,0.9159948731186249
user_258,content_4297,8,4,2,0,83,0.682272861147462
user_44,content_2951,9,4,1,0,115,0.9750876360046073
user_355,content_452,9,1,1,2,178,0.6409480102404853
user_472,content_1403,1,4,0,1,121,0.2976644936568953
user_742,content_4619,4,2,2,2,265,0.6429516288743581
user_701,content_4753,8,2,1,2,50,0.8745926901231691
user_217,content_818,7,1,0,2,164,0.33216011842706783
user_144,content_3414,3,0,1,0,211,0.3829340295000644
user_812,content_2147,1,2,0,1,156,0.9184457588489838
user_326,content_1780,4,2,0,1,207,0.9503275402963305
user_269,content_1780,7,3,2,1,205,0.49998917190353953
user_661,content_1416,3,0,0,2,194,0.7630384763851054
user_789,content_461,3,3,1,2,205,0.6710957680031201
user_770,content_3321,9,0,0,1,212,0.49119381805825757
user_404,content_174,4,0,2,1,245,0.7333930382971626
user_997,content_1686,5,2,0,1,48,0.49651676611767903
user_130,content_970,2,0,1,2,52,0.19422651359699117
user_438,content_656,5,0,2,2,104,0.4707605291944369
user_66,content_40,5,0,0,2,92,0.21179697346051696
user_39,content_2616,5,3,1,0,125,0.2512800549106403
user_961,content_4983,7,0,0,2,96,0.3291096922309009
user_299,content_1102,7,2,1,1,117,0.6387555218563616
user_626,content_1717,3,3,1,0,103,0.6850892820642123
user_461,content_4280,1,3,1,0,90,0.03279017337827772
user_807,content_3718,1,2,1,0,79,0.6212356010760487
user_888,content_4761,4,4,2,2,264,0.22661599065741245
user_867,content_1417,5,3,1,2,154,0.9706383241746299
user_548,content_4435,1,3,0,1,216,0.7361999395400496
user_333,content_417,2,3,2,1,192,0.32682538197764666
user_750,content_322,6,3,1,1,253,0.9491035249239267
user_471,content_815,2,3,1,0,82,0.6632285501597984
user_215,content_2429,6,4,1,2,215,0.22523792798085418
user_736,content_4701,9,1,1,1,287,0.7022972183543805
user_845,content_4744,7,3,1,0,240,0.5285549591738292
user_678,content_895,1,2,1,0,22,0.3552817795895602
user_564,content_2505,4,1,0,2,67,0.9047445802188915
user_877,content_574,5,2,1,0,8,0.9429997880789784
user_142,content_944,4,1,0,0,12,0.4471013885473982
user_518,content_4400,2,1,0,1,26,0.7639800582747518
user_399,content_2587,1,2,0,1,59,0.41088998155732104
user_272,content_4436,2,2,1,2,212,0.78300217610245
user_376,content_3734,9,1,2,0,208,0.5003011201536377
user_275,content_2821,3,0,2,0,50,0.4091349735550176
user_614,content_1210,9,0,2,0,137,0.07461587498874367
user_283,content_3713,5,0,1,2,66,0.1444562264638164
user_448,content_2221,9,3,0,1,169,0.40829750155417244
user_196,content_2015,2,0,2,1,19,0.6935110070856209
user_152,content_2471,6,3,1,0,298,0.04543407517153997
user_477,content_3462,8,2,0,0,163,0.7788701941792318
user_210,content_425,7,2,1,1,45,0.6221660458437375
user_529,content_1515,7,2,2,1,160,0.04589777545905327
user_689,content_117,4,1,2,0,104,0.007234663843135647
user_317,content_2912,8,4,2,1,234,0.9677968028416558
user_727,content_4761,1,1,2,2,253,0.8615800505259981
user_367,content_4310,9,1,2,1,27,0.3139779844123378
user_388,content_4522,3,4,0,2,294,0.0845248531893259
user_642,content_4833,2,0,0,0,83,0.3249675278817721
user_767,content_4321,8,1,2,1,236,0.23582789710228058
user_604,content_2129,2,4,1,1,197,0.11598198909694435
user_845,content_1633,2,2,1,1,233,0.7734824892599356
user_99,content_4243,2,2,1,1,183,0.18318684741227087
user_550,content_2972,7,4,2,0,235,0.9295575771937236
user_122,content_3149,4,2,1,2,243,0.8414412604006621
user_785,content_933,4,2,1,1,124,0.1819023937007932
user_600,content_3883,6,1,1,2,156,0.06799001564534912
user_969,content_3027,3,3,2,2,238,0.06652554522830167
user_182,content_4090,4,1,2,1,115,0.7867654910432442
user_342,content_3407,2,1,2,0,170,0.8516455253179293
user_93,content_408,3,1,1,2,159,0.0403645563976045
user_751,content_1251,4,3,2,2,295,0.2825188678404661
user_696,content_1032,5,2,0,1,172,0.9750709643939841
user_907,content_4107,4,2,1,2,23,0.9857359115489491
user_818,content_741,5,4,2,2,230,0.844588143729254
user_167,content_3336,8,4,0,2,169,0.898924157687004
user_396,content_3223,9,0,1,0,13,0.7119978671768156
user_445,content_172,9,4,2,0,167,0.7652693379936408
user_898,content_2098,2,3,0,2,66,0.03738632314824564
user_491,content_1439,6,1,0,0,187,0.41151766781960786
user_301,content_591,3,3,1,1,154,0.9271127131848521
user_94,content_2928,6,3,1,2,52,0.7476595404415819
user_592,content_2532,1,1,0,0,74,0.3216096735067019
user_446,content_2862,1,1,2,2,199,0.30871897152376127
user_666,content_928,5,2,0,0,37,0.6030799085079463
user_350,content_3647,6,0,0,2,162,0.9661234894816094
user_857,content_304,1,0,0,2,224,0.29119820862529455
user_951,content_3823,3,4,0,2,202,0.0173246237045932
user_544,content_4642,6,1,2,1,63,0.6782626021115236
user_37,content_229,5,1,1,2,9,0.6291738565507582
user_50,content_2066,5,2,2,0,159,0.5412776194390293
user_850,content_29,6,0,0,2,142,0.3743608205051734
user_898,content_4061,8,3,0,2,6,0.8074300589292629
user_708,content_2410,5,0,2,0,168,0.40636259391799723
user_223,content_4118,9,1,2,2,134,0.7878340282429408
user_225,content_1871,2,2,1,1,280,0.7517664133117452
user_267,content_1947,7,0,0,1,28,0.7094801421972046
user_983,content_4855,4,2,1,1,157,0.8410762712291556
user_580,content_1373,1,3,0,0,258,0.46945463942120735
user_951,content_906,5,4,1,2,147,0.6444008017327648
user_971,content_209,1,4,2,0,294,0.7203638091369755
user_24,content_4795,9,2,0,0,43,0.8548613721739554
user_712,content_1562,4,1,1,1,96,0.014184235631072406
user_873,content_3154,8,0,2,2,132,0.1723132903406781
user_769,content_1747,2,0,0,0,143,0.7462418399128615
user_623,content_3044,8,2,2,1,291,0.03181246796982429
user_983,content_4390,9,2,1,0,202,0.5026723648223892
user_257,content_1326,3,2,1,2,224,0.7767663972676083
user_625,content_2567,9,2,1,1,131,0.9255697415029251
user_831,content_4126,5,0,2,2,267,0.040932261340967946
user_947,content_3132,8,4,0,2,122,0.6177185611868621
user_174,content_163,3,2,0,2,73,0.7192704669764461
user_569,content_1197,6,2,2,2,125,0.4352122180624244
user_185,content_2193,2,4,1,0,29,0.25805563466479975
user_423,content_281,3,4,1,1,254,0.5336172978324862
user_404,content_3422,7,2,1,2,287,0.8723267506668012
user_664,content_297,5,2,2,0,24,0.3998233522652538
user_848,content_3338,6,3,0,1,12,0.43436203213146973
user_60,content_3645,4,0,2,2,10,0.6893111005020359
user_750,content_4859,6,4,0,2,200,0.0010882718884828169
user_321,content_452,7,0,1,2,119,0.6412021660977345
user_683,content_3877,1,0,1,0,33,0.12888630188872496
user_105,content_3108,2,3,0,1,43,0.4399224147764893
user_207,content_3046,7,1,1,2,252,0.5720051303519071
user_338,content_2072,2,3,1,2,210,0.6351849857203051
user_407,content_2227,8,2,2,0,9,0.9197163745560267
user_418,content_2223,6,2,0,2,249,0.38864005292408477
user_804,content_4582,3,1,2,1,279,0.8000135673711524
user_132,content_404,8,0,1,1,163,0.36778653029663255
user_744,content_4793,3,4,1,0,261,0.7741634634381985
user_394,content_592,7,1,1,0,54,0.020765698753146822
user_428,content_1070,7,0,0,0,58,0.010289236709183136
user_71,content_3181,6,4,1,0,25,0.8412961579328208
user_106,content_4135,8,0,1,2,8,0.9361069072078592
user_657,content_4673,4,0,1,0,203,0.2302492972253588
user_385,content_1485,3,3,2,2,31,0.22873165855069066
user_572,content_3559,6,4,2,2,148,0.1393591075602293
user_672,content_3520,8,2,1,2,34,0.21259209278789626
user_34,content_1041,5,1,2,2,252,0.6114153890080122
user_585,content_4372,9,0,1,2,96,0.1226857144759107
user_276,content_341,3,1,0,2,164,0.08356237670057554
user_313,content_3484,3,2,0,2,229,0.7269876589595942
user_685,content_4786,6,4,0,0,5,0.7254245959406171
user_445,content_964,1,0,0,0,62,0.3932613147214117
user_735,content_4764,9,2,0,1,38,0.3180147972347178
user_97,content_3213,4,0,1,2,93,0.263685417295515
user_616,content_4078,8,4,2,2,250,0.5555356568631042
user_963,content_983,4,2,2,1,6,0.8690044363018262
user_575,content_4073,4,4,0,0,147,0.5919867290773653
user_206,content_166,6,1,2,1,213,0.7867317832789991
user_646,content_3799,9,0,2,2,127,0.47949008356605305
user_382,content_1641,1,4,2,0,51,0.773445269895171
user_688,content_3465,1,1,2,0,273,0.4586040119052478
user_655,content_4990,2,4,2,2,123,0.15353623261017113
user_310,content_640,4,3,0,1,272,0.2809963301629811
user_209,content_226,3,4,1,2,283,0.6938834163491059
user_474,content_3223,1,0,1,1,235,0.9173407170323199
user_156,content_3444,8,4,0,2,170,0.5164417715116932
user_534,content_2165,4,1,2,1,84,0.16316910399164675
user_612,content_4094,1,4,2,1,108,0.8219670282551728
user_344,content_3509,9,4,2,2,97,0.5988673560494606
user_826,content_993,9,3,1,2,180,0.38496835229242443
user_862,content_2541,5,0,2,0,222,0.571482081969462
user_877,content_3774,3,2,1,1,103,0.5935606430172458
user_561,content_2243,2,0,1,0,141,0.17349272571634322
user_732,content_2931,2,2,1,1,217,0.24494869385575202
user_591,content_1470,3,2,1,0,18,0.4673996177740478
user_61,content_3088,5,3,1,1,81,0.6158806198381606
user_440,content_1847,5,4,0,1,29,0.7026728491059959
user_190,content_477,4,3,2,1,238,0.9417013348073008
user_408,content_3330,6,3,2,0,106,0.3114763113682706
user_690,content_4285,1,4,2,2,71,0.10338057390549238
user_124,content_2979,2,0,0,0,111,0.5188722565675382
user_907,content_841,2,1,1,2,14,0.9896825697089978
user_605,content_3103,2,0,1,1,54,0.924402579524521
user_0,content_1186,2,0,0,1,175,0.07311830810744313
user_791,content_2055,6,4,1,2,282,0.8997725732962634
user_776,content_4033,2,0,1,0,126,0.14565579315676025
user_903,content_527,2,4,2,1,149,0.9452732743418022
user_919,content_3046,2,4,1,2,49,0.6246186699578304
user_72,content_2422,8,0,1,2,187,0.18812620084068898
user_583,content_4105,2,1,2,2,91,0.24614981018194493
user_900,content_1962,5,1,1,1,167,0.18701164449297225
user_889,content_2052,9,0,2,1,225,0.8756431330563945
user_986,content_3087,4,4,0,0,118,0.07265180073225153
user_190,content_4625,1,2,1,0,260,0.6420824109548948
user_130,content_977,8,2,2,0,235,0.8747913091704865
user_96,content_3055,2,2,2,2,108,0.9638837261384782
user_919,content_3318,7,3,0,1,235,0.6936964236327484
user_218,content_1102,8,3,2,1,12,0.29449811854854535
user_777,content_2843,1,0,2,0,98,0.4616767857991019
user_117,content_68,9,3,0,1,296,0.5395129172656479
user_966,content_464,2,2,0,1,134,0.3952005396246292
user_508,content_754,9,0,0,2,155,0.38889869903647045
user_482,content_2976,6,4,2,0,128,0.5108726995285573
user_329,content_226,9,4,1,1,190,0.9970510777601365
user_327,content_864,6,4,1,0,40,0.06750124426425863
user_94,content_2064,5,3,1,2,69,0.08013470875219897
user_356,content_2137,7,3,1,1,275,0.5477513973690485
user_648,content_1975,3,4,0,0,298,0.742660389275878
user_960,content_823,8,2,2,0,282,0.6954666814166567
user_791,content_515,7,0,2,0,14,0.7477391744108031
user_617,content_824,1,4,0,2,97,0.3849935519107469
user_425,content_2864,1,3,2,1,248,0.7712620441182109
user_323,content_49,8,4,0,0,44,0.7873241905557521
user_236,content_3587,2,0,2,0,87,0.13810650536552893
user_999,content_4867,1,0,1,0,121,0.644719713141024
user_109,content_3119,1,4,2,0,48,0.18796016059967935
user_756,content_2336,7,4,1,0,260,0.31745742470934424
user_12,content_4330,9,3,2,1,29,0.9352688282125087
user_979,content_1796,1,4,0,1,77,0.5849914040088702
user_225,content_637,3,0,1,2,271,0.7067434893517147
user_962,content_1706,4,0,0,1,83,0.8322931705600647
user_273,content_4278,1,1,1,2,130,0.8112718928085695
user_368,content_1532,7,3,1,1,191,0.15214822750862933
user_259,content_2413,9,3,2,0,62,0.7172883890354487
user_644,content_3532,3,2,1,2,231,0.7450924040550259
user_824,content_3372,2,4,1,0,148,0.7945298243768615
user_190,content_34,8,1,2,1,144,0.8308815443910404
user_672,content_4613,8,3,0,0,191,0.8921262019796923
user_855,content_2020,4,3,0,1,255,0.9168563858527994
user_259,content_4083,3,4,0,0,261,0.6988469088604301
user_723,content_2869,1,4,1,1,108,0.7236935955890617
user_789,content_2169,2,0,2,0,219,0.01741812020641964
user_875,content_3467,1,1,2,0,184,0.8759720180434704
user_893,content_4232,8,2,2,2,156,0.569293443290215
user_509,content_3014,9,0,0,1,110,0.20903268323971058
user_426,content_4112,8,3,0,2,164,0.5287568686421167
user_144,content_356,6,0,1,2,48,0.5163162379207884
user_321,content_4071,9,3,1,0,211,0.9462915199342165
user_73,content_907,6,1,0,0,124,0.22269540916059016
user_778,content_2423,5,4,2,1,114,0.5670273316423586
user_621,content_3177,7,2,2,2,221,0.37020240828583206
user_391,content_4032,4,3,0,0,30,0.9235808328490723
user_310,content_1985,5,3,1,1,266,0.41592101075101295
user_652,content_4541,9,0,0,0,248,0.16732661852649533
user_153,content_1611,3,3,0,2,226,0.7645194696189606
user_317,content_4691,3,0,2,1,297,0.28055166511286356
user_242,content_15,4,0,1,2,287,0.1509101046929594
user_983,content_2143,5,0,2,0,127,0.10895802563270296
user_466,content_746,6,0,0,2,138,0.19969323122222438
user_292,content_4769,5,3,2,2,193,0.20618565998789284
user_153,content_2091,3,0,0,1,16,0.20625384245571998
user_685,content_671,8,0,1,2,159,0.7130461635339683
user_838,content_82,2,0,2,1,121,0.33642942462673275
user_679,content_3212,7,1,2,1,216,0.39056189923631446
user_538,content_4869,1,1,0,1,137,0.8587920745007184
user_784,content_3361,2,3,0,1,108,0.0074679353166142715
user_169,content_3235,2,2,0,1,77,0.5117991574545412
user_324,content_3147,2,2,2,0,10,0.19978009026496546
user_741,content_526,8,3,1,1,101,0.5876030054896164
user_840,content_2310,1,1,0,0,292,0.8843745112463206
user_708,content_1820,9,0,2,2,224,0.170854138144642
user_732,content_4550,3,3,2,2,237,0.6695387408664045
user_297,content_4660,1,1,2,1,256,0.446228784909218
user_30,content_4513,3,2,1,1,135,0.11739960153660178
user_446,content_342,7,4,0,2,101,0.6860261307485767
user_287,content_3771,2,0,0,0,93,0.12008911119882415
user_186,content_1518,4,4,0,1,46,0.40639944735430744
user_383,content_2057,1,2,2,1,284,0.8145053236489023
user_20,content_2710,4,0,0,1,120,0.8721529426263818
user_84,content_3883,7,3,0,0,253,0.8706907896401935
user_591,content_3260,6,2,0,0,104,0.7215775165419391
user_650,content_1125,9,0,0,1,185,0.28789136518862
user_43,content_896,9,0,1,0,248,0.9166788335068059
user_844,content_3185,9,3,2,1,260,0.24833508193879728
user_590,content_941,1,3,0,1,284,0.38194064797556526
user_822,content_1380,5,3,1,0,67,0.3022539707041314
user_658,content_2299,9,1,1,2,7,0.3699191675474468
user_241,content_1448,2,0,1,2,33,0.610687041319938
user_179,content_1111,1,1,0,1,232,0.46583858077178275
user_732,content_2010,4,4,0,2,136,0.6143240940152783
user_276,content_1266,1,0,1,0,268,0.6498745883361327
user_981,content_4069,6,2,2,1,278,0.578694335409097
user_692,content_3549,3,0,0,1,145,0.3680313081866272
user_888,content_2765,9,4,1,1,240,0.5265671749374842
user_539,content_4457,4,1,0,0,71,0.8771075499939551
user_871,content_4652,4,3,0,2,275,0.06212739328756556
user_820,content_3025,5,1,2,1,151,0.1222648489266277
user_284,content_1258,6,2,0,0,190,0.944553723771084
user_498,content_1721,4,1,1,2,220,0.7447985217232681
user_329,content_2219,9,1,1,2,6,0.6782218230553091
user_763,content_1271,8,1,1,2,173,0.5825070951686295
user_770,content_3933,2,3,0,0,284,0.32827832789522526
user_925,content_2440,6,4,0,1,229,0.6910679999780572
user_717,content_605,5,4,0,0,267,0.2956389625036969
user_237,content_584,9,3,2,1,92,0.025056362298688684
user_198,content_1440,7,4,2,0,64,0.11019710723566334
user_148,content_1427,8,1,1,1,139,0.7784850356287809
user_975,content_593,5,0,1,2,108,0.9899043112021786
user_566,content_4037,2,0,1,0,91,0.4732781655468935
user_101,content_3875,6,1,1,0,18,0.4000860829134102
user_34,content_510,5,0,1,2,80,0.29987480090453644
user_782,content_2278,3,2,0,1,19,0.4236105737618474
user_643,content_2159,4,2,2,2,168,0.6360817479205866
user_34,content_1618,9,3,1,1,180,0.3467971393655881
user_737,content_980,1,2,2,1,84,0.8668745274325179
user_50,content_2829,2,1,0,2,140,0.10367130669387215
user_885,content_3963,9,2,1,1,221,0.6068118677104818
user_185,content_2919,3,4,0,0,34,0.43079252824283365
user_948,content_2865,3,3,2,1,250,0.13266882513561962
user_213,content_2604,3,3,1,2,144,0.7932160855694613
user_259,content_391,6,1,2,0,158,0.06075957154958733
user_287,content_1038,2,0,2,2,88,0.40007215969653487
user_182,content_3621,3,3,1,2,164,0.0801798732409772
user_306,content_1388,7,3,0,1,275,0.9359541223067127
user_690,content_3657,6,1,2,0,48,0.44265753336710456
user_752,content_2245,7,2,1,1,98,0.9047633426264219
user_439,content_3878,6,4,2,1,57,0.876956771255027
user_393,content_4919,1,4,1,2,255,0.3418349721707937
user_240,content_3389,4,1,2,1,220,0.11702875624508402
user_591,content_2456,3,4,1,2,98,0.207386554543055
user_849,content_3040,2,2,1,1,273,0.7144412842335404
user_116,content_1024,8,1,2,1,54,0.2952185117008729
user_132,content_751,2,3,2,0,18,0.626539689759627
user_978,content_2144,5,1,0,0,142,0.043496120474218136
user_562,content_3644,7,3,2,2,114,0.24232935147876833
user_823,content_2504,6,4,0,1,238,0.988066627442159
user_976,content_445,9,3,2,1,289,0.5430424972909191
user_68,content_2431,8,2,1,1,153,0.4218778481039118
user_832,content_1574,1,0,2,1,154,0.9983464579480594
user_153,content_3743,4,3,1,2,130,0.6652806402643806
user_459,content_3206,1,0,2,1,102,0.9644481081001778
user_34,content_2920,9,4,2,2,240,0.38450001667135536
user_920,content_426,2,0,0,1,288,0.5791470863767467
user_351,content_4633,8,0,1,1,147,0.7655329727165704
user_77,content_1144,8,2,2,1,285,0.6333615304245672
user_689,content_2314,2,4,1,0,87,0.2964262592934711
user_415,content_4490,3,2,0,1,148,0.07804185605766611
user_632,content_169,8,3,0,1,205,0.704583657920789
user_592,content_2181,7,1,2,1,163,0.4434988649896898
user_169,content_1410,1,3,1,1,156,0.7806684236681327
user_915,content_922,9,1,0,1,61,0.8622497043185393
user_50,content_1895,3,0,2,1,253,0.09405334120662667
user_715,content_1727,1,3,1,2,213,0.5659868528841256
user_243,content_1865,2,3,0,0,62,0.3590762219012449
user_372,content_2085,5,0,2,1,95,0.8635445419091327
user_335,content_4911,1,2,0,2,95,0.42148966495552354
user_449,content_2666,4,4,1,0,34,0.3073952351310676
user_323,content_4204,2,4,1,1,9,0.6950658642577776
user_107,content_4465,2,0,0,0,71,0.1472311072672613
user_246,content_4909,4,1,0,2,254,0.5122340183994648
user_124,content_3459,4,2,1,0,157,0.21399861210807558
user_803,content_4537,8,0,0,1,20,0.10173405148236336
user_492,content_3114,6,4,0,2,104,0.23727655506472956
user_152,content_951,5,0,0,1,79,0.320873932416999
user_793,content_2582,7,1,0,1,82,0.6251026038964056
user_800,content_2112,8,2,1,0,245,0.05588434030622558
user_255,content_403,9,1,2,0,87,0.6919957334757337
user_996,content_4788,8,2,1,0,41,0.43622990449571264
user_685,content_2211,9,0,2,0,11,0.6489218782141494
user_534,content_564,5,0,0,0,284,0.7993726941436077
user_973,content_2848,7,0,1,1,187,0.89016188201047
user_547,content_3156,9,4,1,1,52,0.044612750779185695
user_728,content_4061,2,0,2,1,128,0.5858294500816467
user_770,content_3465,1,2,2,1,210,0.13957277308940075
user_544,content_452,6,2,2,1,10,0.4247975792613059
user_26,content_2180,4,3,0,1,101,0.09016129104070447
user_91,content_177,6,3,2,2,63,0.6425428069625964
user_831,content_2327,3,0,1,1,26,0.2939854644576664
user_384,content_3958,8,3,2,0,144,0.5465892643684226
user_337,content_2905,4,1,0,1,173,0.050907344095267315
user_460,content_2571,7,4,1,0,257,0.1409792791067349
user_748,content_3263,8,2,1,2,76,0.8579385936036266
user_98,content_3139,5,1,2,1,134,0.005226505794873715
user_558,content_2619,3,4,2,1,98,0.23360435503928467
user_179,content_964,1,0,2,2,173,0.7771507202541995
user_112,content_4947,5,1,0,0,259,0.9642098794641345
user_211,content_868,9,1,2,2,101,0.9708687211088609
user_762,content_3076,7,3,0,1,103,0.6092916733517523
user_396,content_1274,3,1,2,1,238,0.8524949758279383
user_912,content_744,6,1,2,0,93,0.08826235082565392
user_537,content_512,1,0,0,2,224,0.5026814420265762
user_210,content_331,1,4,0,0,199,0.4538120968506758
user_738,content_2197,7,0,0,2,170,0.8836127554265579
user_754,content_1439,3,4,0,2,81,0.1879885830704946
user_40,content_4326,8,0,2,1,35,0.7171999281250342
user_790,content_4502,5,1,2,2,161,0.955619993123025
user_837,content_3519,8,1,2,0,84,0.3415121922635572
user_314,content_1228,7,1,2,2,84,0.004433574943875085
user_655,content_394,1,4,2,0,142,0.03202833258465776
user_396,content_4191,2,0,1,1,77,0.7478101930711905
user_717,content_3431,7,1,2,2,12,0.939691792015838
user_853,content_4066,2,0,0,1,247,0.831445122843456
user_212,content_4192,7,2,1,1,236,0.5305482812670324
user_425,content_2593,3,0,2,1,145,0.9256167492433124
user_538,content_3946,5,1,1,0,35,0.8334690640415428
user_145,content_234,1,1,0,2,196,0.1534677591536897
user_972,content_4303,4,0,1,1,234,0.4790867961932831
user_341,content_192,2,2,1,1,65,0.37477024697145367
user_309,content_1115,1,2,1,2,267,0.6924737055741441
user_285,content_1717,8,4,0,0,100,0.835661688440569
user_308,content_3841,4,3,1,0,12,0.3849222639343276
user_886,content_1085,2,3,2,2,203,0.04577038110001408
user_245,content_1123,8,2,2,0,232,0.8470124610353733
user_952,content_2508,4,2,2,1,264,0.3837746509429897
user_581,content_4543,8,4,0,0,37,0.7706094669741453
user_172,content_1782,1,4,2,1,70,0.474899424436392
user_754,content_2163,2,2,2,2,14,0.3180462012533031
user_482,content_758,3,3,1,2,32,0.7085183949124165
user_281,content_788,7,4,0,2,131,0.7776072008185416
user_299,content_1687,3,3,2,1,288,0.32853503794773853
user_952,content_531,4,3,1,0,148,0.7952166463917342
user_362,content_1485,9,4,1,1,106,0.156894965105687
user_864,content_1174,5,0,0,0,160,0.676177429542596
user_496,content_731,8,3,2,2,61,0.3604132886451348
user_67,content_2449,4,0,2,2,68,0.5126378624387559
user_624,content_3217,5,4,0,0,191,0.8739253633019027
user_544,content_3032,3,0,2,0,209,0.6125992557543535
user_138,content_4419,5,2,0,1,44,0.09934047860816897
user_714,content_4695,4,2,1,0,82,0.4291981682802698
user_755,content_4637,2,4,0,2,213,0.8291802475977935
user_789,content_741,6,3,0,1,169,0.029140897043501424
user_235,content_4750,1,0,0,0,268,0.718538029017601
user_348,content_1347,8,2,1,0,174,0.760496893140693
user_463,content_2999,9,2,1,1,294,0.4542707687999511
user_316,content_838,1,0,2,2,284,0.08948012147375961
user_937,content_691,1,3,2,2,46,0.12108801828434645
user_718,content_3864,2,1,2,2,148,0.5307929077953896
user_114,content_4038,5,0,2,2,189,0.8463944560039395
user_404,content_2680,9,4,0,0,115,0.13629469059917887
user_812,content_4390,8,3,0,0,46,0.9765146099299189
user_738,content_1339,1,0,0,0,268,0.7515100352680962
user_968,content_2707,4,2,0,2,129,0.5580240661038786
user_72,content_4152,6,3,0,1,140,0.794867698193691
user_605,content_3984,9,0,0,2,171,0.47740600910129105
user_824,content_2242,8,4,0,0,59,0.23251929964003026
user_384,content_2492,5,4,2,2,223,0.29735132165491585
user_424,content_534,3,1,1,2,9,0.032327218763435805
user_849,content_832,7,1,0,2,194,0.06018591058349787
user_270,content_2573,1,1,1,0,23,0.7571877876054607
user_409,content_4538,9,2,1,0,233,0.6275019663653281
user_405,content_3157,8,0,0,0,224,0.4570173941197182
user_949,content_4175,2,1,2,2,89,0.9248790125196431
user_737,content_1179,4,1,2,2,249,0.7640734633837115
user_356,content_3670,9,0,0,0,258,0.587088606726529
user_584,content_1167,2,4,1,2,162,0.8784359999194697
user_58,content_4185,7,4,0,1,224,0.7495521358793246
user_102,content_4962,2,4,1,2,86,0.1127907957673433
user_491,content_4629,6,4,0,0,176,0.024041853199040175
user_87,content_3271,1,3,2,2,138,0.6145392629278427
user_610,content_1897,1,0,1,1,221,0.7759807827054184
user_521,content_4861,5,0,2,2,218,0.5422947750285296
user_579,content_4406,9,2,2,0,292,0.31108963392915845
user_707,content_2273,7,0,0,1,215,0.8289364739959754
user_458,content_420,9,0,1,2,21,0.4444248788515348
user_421,content_1652,7,3,1,1,299,0.5218142463996578
user_178,content_300,3,4,1,2,66,0.32967506055021367
user_509,content_1969,1,4,2,0,92,0.5001743485687105
user_717,content_685,6,4,1,0,29,0.18102243691576692
user_921,content_2421,5,3,0,1,131,0.8890109045995311
user_362,content_2422,3,3,1,2,162,0.8071517986995563
user_666,content_3252,2,4,1,0,43,0.6011207031435695
user_947,content_2051,2,3,2,0,49,0.7504173573031292
user_18,content_1977,8,0,0,2,27,0.4764420351374442
user_368,content_2469,9,2,1,2,215,0.8168149237175385
user_297,content_3868,3,2,2,0,140,0.27341815341992803
user_562,content_4805,3,1,0,0,263,0.8729454107603766
user_691,content_4949,4,1,0,0,158,0.2342121635936648
user_930,content_3912,7,4,0,2,88,0.12397740307543326
user_201,content_236,4,4,0,2,60,0.1407243679859007
user_432,content_3646,6,4,0,1,279,0.3133958437102161
user_978,content_525,3,0,0,1,72,0.22214616636995255
user_830,content_1823,3,1,1,1,57,0.46842453213405
user_692,content_498,6,0,2,0,32,0.7865897014054417
user_867,content_185,5,3,2,0,131,0.9933266569707514
user_315,content_32,5,0,2,2,293,0.7576014027835177
